SrcEntity	TgtEntity	Score
http://purl.obolibrary.org/obo/GO_2000549	http://purl.obolibrary.org/obo/GO_2000547	0.723
http://purl.obolibrary.org/obo/GO_0004674	http://purl.obolibrary.org/obo/GO_0004672	0.76
http://purl.obolibrary.org/obo/UBERON_2001995	http://purl.obolibrary.org/obo/UBERON_0001228	0.749
http://purl.obolibrary.org/obo/GO_0034767	http://purl.obolibrary.org/obo/GO_0034765	0.895
http://purl.obolibrary.org/obo/GO_2000068	http://purl.obolibrary.org/obo/GO_1900367	0.812
http://purl.obolibrary.org/obo/UBERON_0004375	http://purl.obolibrary.org/obo/UBERON_0003606	0.786
http://purl.obolibrary.org/obo/GO_0045933	http://purl.obolibrary.org/obo/GO_0006937	0.878
http://purl.obolibrary.org/obo/UBERON_0012378	http://purl.obolibrary.org/obo/CL_0002597	0.868
http://purl.obolibrary.org/obo/GO_2000548	http://purl.obolibrary.org/obo/GO_2000549	0.775
http://purl.obolibrary.org/obo/GO_0048744	http://purl.obolibrary.org/obo/GO_0048742	0.906
http://purl.obolibrary.org/obo/GO_0044242	http://purl.obolibrary.org/obo/GO_0044255	0.893
http://purl.obolibrary.org/obo/GO_1990922	http://purl.obolibrary.org/obo/GO_0072343	0.687
http://purl.obolibrary.org/obo/GO_0001938	http://purl.obolibrary.org/obo/GO_0001936	0.93
http://purl.obolibrary.org/obo/GO_1905956	http://purl.obolibrary.org/obo/GO_1901509	0.877
http://purl.obolibrary.org/obo/CL_2000067	http://purl.obolibrary.org/obo/CL_0002548	0.753
http://purl.obolibrary.org/obo/UBERON_0018424	http://purl.obolibrary.org/obo/UBERON_0009125	0.685
http://purl.obolibrary.org/obo/UBERON_0004041	http://purl.obolibrary.org/obo/UBERON_0004042	0.866
http://purl.obolibrary.org/obo/GO_0045639	http://purl.obolibrary.org/obo/GO_0045637	0.889
http://purl.obolibrary.org/obo/GO_0045724	http://purl.obolibrary.org/obo/GO_1902017	0.912
http://purl.obolibrary.org/obo/UBERON_0005136	http://purl.obolibrary.org/obo/UBERON_0004294	0.785
http://purl.obolibrary.org/obo/GO_1900078	http://purl.obolibrary.org/obo/GO_1900076	0.901
http://purl.obolibrary.org/obo/GO_0035372	http://purl.obolibrary.org/obo/GO_0072698	0.855
http://purl.obolibrary.org/obo/GO_1904410	http://purl.obolibrary.org/obo/GO_1904409	0.79
http://purl.obolibrary.org/obo/GO_0072697	http://purl.obolibrary.org/obo/GO_1990778	0.824
http://purl.obolibrary.org/obo/GO_0008595	http://purl.obolibrary.org/obo/GO_0008358	0.707
http://purl.obolibrary.org/obo/GO_0036302	http://purl.obolibrary.org/obo/GO_0061524	0.753
http://purl.obolibrary.org/obo/UBERON_0001202	http://purl.obolibrary.org/obo/UBERON_0001165	0.712
http://purl.obolibrary.org/obo/GO_0060526	http://purl.obolibrary.org/obo/GO_0060740	0.783
http://purl.obolibrary.org/obo/GO_0043043	http://purl.obolibrary.org/obo/GO_0006518	0.797
http://purl.obolibrary.org/obo/UBERON_0002302	http://purl.obolibrary.org/obo/UBERON_0002081	0.797
http://purl.obolibrary.org/obo/UBERON_2001623	http://purl.obolibrary.org/obo/CL_4033059	0.726
http://purl.obolibrary.org/obo/GO_2000228	http://purl.obolibrary.org/obo/GO_2000226	0.858
http://purl.obolibrary.org/obo/GO_0051152	http://purl.obolibrary.org/obo/GO_0051150	0.905
http://purl.obolibrary.org/obo/UBERON_0004482	http://purl.obolibrary.org/obo/UBERON_0004481	0.778
http://purl.obolibrary.org/obo/GO_0031117	http://purl.obolibrary.org/obo/GO_0031116	0.906
http://purl.obolibrary.org/obo/GO_0002711	http://purl.obolibrary.org/obo/GO_0002709	0.913
http://purl.obolibrary.org/obo/GO_0061250	http://purl.obolibrary.org/obo/GO_0072312	0.882
http://purl.obolibrary.org/obo/CL_0000740	http://purl.obolibrary.org/obo/CL_0004115	0.804
http://purl.obolibrary.org/obo/GO_0042636	http://purl.obolibrary.org/obo/GO_0042634	0.856
http://purl.obolibrary.org/obo/UBERON_0014712	http://purl.obolibrary.org/obo/UBERON_0005719	0.803
http://purl.obolibrary.org/obo/UBERON_0009622	http://purl.obolibrary.org/obo/UBERON_0009035	0.81
http://purl.obolibrary.org/obo/UBERON_0003580	http://purl.obolibrary.org/obo/UBERON_0003603	0.816
http://purl.obolibrary.org/obo/UBERON_0004225	http://purl.obolibrary.org/obo/UBERON_0012416	0.862
http://purl.obolibrary.org/obo/GO_0060525	http://purl.obolibrary.org/obo/GO_0030850	0.75
http://purl.obolibrary.org/obo/GO_1905351	http://purl.obolibrary.org/obo/GO_1904238	0.696
http://purl.obolibrary.org/obo/UBERON_0004481	http://purl.obolibrary.org/obo/UBERON_0004482	0.78
http://purl.obolibrary.org/obo/GO_0055123	http://purl.obolibrary.org/obo/GO_0022600	0.721
http://purl.obolibrary.org/obo/GO_0061079	http://purl.obolibrary.org/obo/GO_0061080	0.774
http://purl.obolibrary.org/obo/GO_0061251	http://purl.obolibrary.org/obo/GO_0072313	0.886
http://purl.obolibrary.org/obo/GO_0042634	http://purl.obolibrary.org/obo/GO_0042635	0.869
